,cg18649438,cg12633154,cg01856645,cg10568066,cg13401893,cg04193820,cg09296957,cg19867917,cg26615126,cg06501366,cg06791446,cg24503407,cg16430428,cg26730543,cg11805311,cg09715672,cg14142171,cg23130075,cg14893161,cg00026375,cg10930308,cg27022933,cg09811317,cg01347228,cg10945539,cg15258416,cg27038439,cg19432362,cg17872886,cg07157834,cg16078649,cg18459618,cg24404630,cg06148175,cg13918754,cg24840099,cg22454011,cg17835678,cg23721712,cg26354017,cg01754756,cg20349812,cg15056105,cg26667946,cg02674384,cg24755996,cg11857033,cg15848031,cg26800803,cg18105675,cg14159672,cg15089314,cg09573585,cg10605681,cg25835179,cg25821304,cg21538208,cg15176413,cg20469139,cg07167872,cg05117982,cg14582057,cg07382347,cg12355172,cg03596034,cg00948524,cg07179033,cg08912051,cg25144207,cg12894325,cg26395382,cg12109566,cg08896939,cg00737978,cg02017534,cg00350199,cg11096993,cg04590184,cg01902605,cg14825976,cg25643819,cg25052156,cg10381888,cg16722947,cg02188185,cg26993102,cg08035082,cg09683562,cg14269973,cg04986336,cg25374649,cg03400060,cg12261786,cg09974661,cg01240599,cg08605991,cg00835279,cg17178900,cg04565008,cg11965913,cg25298725,cg09279736,cg14846965,cg14753599,cg18602114,cg25658983,cg24438909,cg08328513,cg12979844,cg08018585
GSM4299402,0.2977261,0.6952849,0.7493069,0.7544872,0.7090424,0.4772128,0.5121467,0.861843,0.8340723,0.7928176,0.5279508,0.2688659,0.7564078,0.5308846,0.4552272,0.3263724,0.5163102,0.5684214,0.206521,0.1590649,0.6373973,0.4936005,0.12029649,0.5135914,0.8435972,0.12663994,0.7886949,0.7827659,0.8346029,0.6073601,0.5849238,0.3809492,0.2465218,0.5328163,0.4534841,0.3624124,0.437676,0.8373468,0.150195,0.4754815,0.4228382,0.4384825,0.3480655,0.319535,0.3646476,0.8515306,0.2266961,0.6852918,0.2413907,0.8468467,0.2918878,0.7393587,0.3847013,0.3943369,0.5277238,0.1342322,0.5854347,0.4569479,0.4305186,0.2936435,0.3499325,0.4095124,0.4257189,0.5011388,0.3093541,0.12993644,0.3368386,0.06045315,0.468868,0.4594463,0.4893848,0.1772444,0.5165247,0.3013295,0.3484007,0.4645721,0.6526061,0.2239652,0.8562006,0.4132277,0.2446648,0.5978168,0.8858564,0.8348121,0.5232646,0.797576,0.7911489,0.2151481,0.3345911,0.5108495,0.3583337,0.6375746,0.670497,0.8378537,0.508659,0.8004709,0.5639953,0.4845326,0.4846376,0.1566997,0.3516883,0.5644753,0.3975771,0.5082032,0.5159931,0.4099351,0.4471153,0.7964904,0.4237278,0.3586862
GSM4299404,0.2104103,0.4361274,0.7378364,0.349639,0.2801834,0.1861455,0.4545019,0.4513963,0.7497827,0.6590736,0.6373591,0.5582496,0.6346216,0.3318808,0.3241637,0.2711385,0.4208367,0.4931458,0.3947911,0.2163896,0.3550449,0.3947413,0.15069211,0.1888237,0.7132062,0.14064111,0.6721167,0.6126971,0.6289867,0.6501885,0.4759409,0.1623054,0.1694949,0.469606,0.1811578,0.4815107,0.285596,0.8046719,0.1559431,0.6555534,0.3251913,0.348278,0.2009084,0.1621427,0.2575235,0.8593805,0.1395979,0.5397722,0.2094115,0.6538056,0.5899116,0.7046569,0.2765587,0.2757016,0.4035948,0.14991947,0.3640541,0.4265516,0.185373,0.591815,0.2687861,0.241698,0.1082924,0.4059437,0.1452642,0.09264149,0.1962242,0.07922839,0.3843121,0.3952928,0.4036499,0.1788887,0.2271237,0.2193025,0.2358621,0.404433,0.571146,0.1145286,0.8745744,0.2338307,0.2179313,0.6662036,0.8687995,0.6751088,0.3172083,0.7941909,0.7333637,0.1238862,0.1523889,0.5008842,0.2298363,0.5977616,0.6824647,0.5234606,0.4794864,0.7378629,0.2248227,0.7759414,0.4287474,0.4884517,0.16816927,0.2702876,0.2375529,0.4386545,0.458175,0.2840503,0.3642192,0.6926309,0.2629534,0.35135
GSM4299405,0.2872158,0.7180769,0.5760847,0.7630528,0.711834,0.5937212,0.5118391,0.6125537,0.6120478,0.7049277,0.7301342,0.5250739,0.7253549,0.4836886,0.3204723,0.2441235,0.3115762,0.584362,0.4112887,0.1495283,0.682741,0.4903681,0.16168827,0.5058018,0.6507444,0.15529087,0.8284739,0.7844346,0.6545504,0.7257264,0.6120497,0.4493521,0.2527054,0.5961843,0.3986672,0.6558304,0.3910207,0.7772244,0.1514498,0.754223,0.311447,0.3485812,0.2911399,0.3923538,0.4008657,0.8394763,0.228384,0.6837108,0.2243829,0.7613586,0.5352165,0.7220847,0.3083236,0.3104902,0.5101459,0.16564228,0.7592572,0.3983716,0.5420984,0.6073474,0.2702398,0.4162545,0.4632465,0.4613271,0.4196136,0.18662396,0.3598916,0.08269407,0.4339415,0.4748254,0.4027882,0.1763917,0.5341882,0.3093207,0.2653002,0.4620427,0.7206477,0.2368421,0.8768453,0.3490682,0.1945804,0.7833385,0.8993615,0.8243032,0.5141738,0.8281821,0.8530104,0.2313551,0.3101312,0.5165692,0.3206522,0.5529432,0.7140087,0.6225088,0.5505319,0.838031,0.3671092,0.6952322,0.5349309,0.4091315,0.20729375,0.5634749,0.3620751,0.5345683,0.5437024,0.365632,0.3998534,0.7369112,0.3360425,0.4289862
GSM4299406,0.2027845,0.5881347,0.6877393,0.6395463,0.5607963,0.3433998,0.1215438,0.5706738,0.7188939,0.7291342,0.5533415,0.5725688,0.5795656,0.4436151,0.3093784,0.1937662,0.3481951,0.1552534,0.4239395,0.2009142,0.4383009,0.1608709,0.13956884,0.3311207,0.7761456,0.13759972,0.7923318,0.734926,0.6532564,0.6828823,0.5358344,0.2644268,0.2162848,0.250547,0.2418444,0.5872239,0.3242496,0.7911228,0.1330399,0.6671864,0.3017185,0.4341921,0.2298327,0.2237758,0.2988878,0.8522234,0.1784605,0.7160074,0.2253129,0.7688354,0.5374884,0.7254931,0.2995635,0.3274919,0.1106486,0.11619911,0.7487886,0.406435,0.3428201,0.5386585,0.3278258,0.3604294,0.3957193,0.1277974,0.235214,0.1274545,0.2661564,0.06550361,0.4763576,0.1494288,0.3924078,0.1824309,0.3237814,0.3033549,0.2621535,0.1405374,0.3800239,0.1420918,0.8844482,0.2654427,0.260132,0.5781259,0.8643501,0.7325273,0.3893334,0.7625425,0.8012323,0.176688,0.2238625,0.4223165,0.2880971,0.5875975,0.7202753,0.5805646,0.2302578,0.795583,0.3225123,0.7721808,0.1407978,0.4399837,0.22054293,0.4699949,0.3082062,0.5196003,0.5073914,0.4049431,0.3958081,0.7887502,0.3556596,0.3317229
GSM4299407,0.229889,0.607442,0.5968582,0.6836868,0.6193294,0.3733946,0.5381594,0.5867154,0.7036034,0.6488837,0.6424022,0.8896918,0.5639209,0.4809066,0.345485,0.2163508,0.43942,0.599316,0.8651616,0.2039025,0.5516788,0.4215466,0.13068363,0.3513294,0.711159,0.11768498,0.7969479,0.8380324,0.6637848,0.9131824,0.5576336,0.2842167,0.2384015,0.5444393,0.2159627,0.4660014,0.5100986,0.7594921,0.1908699,0.9086712,0.3838349,0.3928595,0.287967,0.2663577,0.3119672,0.7971407,0.1746612,0.6377316,0.2151015,0.7404369,0.931992,0.7166229,0.3286539,0.2542914,0.5174548,0.1413928,0.6872582,0.3759292,0.3640733,0.7847696,0.2856592,0.3503743,0.4064362,0.5176883,0.2499717,0.10435577,0.2946527,0.06950718,0.4802091,0.419423,0.3965902,0.2229872,0.4148658,0.2861385,0.289776,0.4459207,0.6546313,0.1550344,0.8359358,0.3690237,0.2335153,0.7388247,0.8652291,0.8078653,0.461755,0.7901771,0.8394549,0.1402131,0.2744568,0.5396618,0.4361924,0.4930135,0.712134,0.5860087,0.5129009,0.7720812,0.3496089,0.9126563,0.49779,0.8426801,0.25339148,0.5019336,0.3870953,0.4948813,0.5509893,0.4396881,0.4089418,0.7254714,0.4136965,0.3745021
GSM4299409,0.2324773,0.5957122,0.723477,0.6207891,0.5813401,0.4393678,0.4009556,0.6607892,0.7101766,0.6852962,0.7660687,0.2505195,0.5916098,0.4627896,0.3974726,0.2119696,0.4053987,0.4368282,0.1737477,0.2022905,0.4702787,0.3459447,0.11547635,0.3953506,0.6938282,0.12211256,0.706708,0.7029003,0.6932922,0.5232281,0.5512795,0.319543,0.2164356,0.4298275,0.2392232,0.357229,0.3636163,0.7531393,0.1690743,0.4288039,0.3496089,0.4158369,0.2763631,0.217557,0.2585238,0.8561597,0.1787467,0.5436194,0.2239775,0.7558855,0.2471723,0.7397925,0.2854771,0.3636696,0.3988623,0.13268795,0.341708,0.4157965,0.3987552,0.2747418,0.3385505,0.3363427,0.341221,0.3493489,0.3128385,0.10815349,0.2914536,0.04993762,0.4149839,0.344241,0.3964301,0.2208828,0.4613012,0.2849975,0.2497853,0.37301,0.5890292,0.1986056,0.8038951,0.3268632,0.2313735,0.8856913,0.8514774,0.7864046,0.4375694,0.7230856,0.8169156,0.1723114,0.1907483,0.4893704,0.2877205,0.5846845,0.7113132,0.6726274,0.4437559,0.7778471,0.3862998,0.5457793,0.4016241,0.1392067,0.28843233,0.4803512,0.3480896,0.467088,0.5480348,0.3547157,0.4227937,0.7492718,0.3272664,0.3265983
GSM4299412,0.2347891,0.5712744,0.4874317,0.6534056,0.5904895,0.4173777,0.3711072,0.6498379,0.6805162,0.6548206,0.7420503,0.5556042,0.574232,0.4011291,0.3339728,0.2300307,0.255299,0.4728138,0.4380018,0.2129098,0.3871244,0.3320272,0.1419304,0.3399831,0.7055953,0.11245649,0.7376261,0.8376239,0.673106,0.7104089,0.5572536,0.2913767,0.2245901,0.4250321,0.2575412,0.4686011,0.4659692,0.7619202,0.1538859,0.6843497,0.3308792,0.4115984,0.2961005,0.3013477,0.2598907,0.7489812,0.1920494,0.6857427,0.2182546,0.8095894,0.5326212,0.7153341,0.3101504,0.3207816,0.3791678,0.16793101,0.643544,0.4422958,0.4223607,0.6106772,0.3490511,0.4091436,0.4138565,0.3745009,0.361941,0.11307042,0.2737418,0.07708672,0.5317311,0.3282365,0.4303609,0.1934839,0.429373,0.3270641,0.2774164,0.3658693,0.5575969,0.2136766,0.800417,0.3844819,0.2165106,0.7298401,0.8448089,0.8222715,0.3668303,0.7366969,0.8123122,0.1821798,0.3007087,0.4808238,0.3908516,0.4646867,0.5922856,0.6159383,0.4175428,0.7818951,0.3805054,0.7295249,0.4023353,0.4548126,0.33386485,0.4536695,0.3789869,0.4903986,0.5434123,0.4464322,0.3570477,0.7451625,0.4158328,0.3799306
GSM4299413,0.2088698,0.577138,0.6635666,0.5451445,0.6273566,0.309102,0.5177079,0.5636748,0.7122996,0.7162707,0.4469059,0.2085103,0.5176544,0.50174,0.4074256,0.1961381,0.3206369,0.5696902,0.1475796,0.2320583,0.5759451,0.4461178,0.11973944,0.2783703,0.6961782,0.13522557,0.6865609,0.7337172,0.5712889,0.4651485,0.5437012,0.2016561,0.1994867,0.5396667,0.3230337,0.3311525,0.3785266,0.6729543,0.1661634,0.1545936,0.3823797,0.4721749,0.2486035,0.2533265,0.2827964,0.828948,0.1613034,0.5063069,0.2074582,0.7107908,0.154869,0.6997543,0.3512095,0.2441595,0.5221505,0.15259461,0.2995734,0.5043982,0.2845358,0.2395757,0.4486817,0.3555993,0.3995014,0.4515657,0.1909868,0.11514319,0.3288898,0.08648464,0.4735687,0.4132145,0.3956713,0.209924,0.2958567,0.2657584,0.2184799,0.4426793,0.6417195,0.1322395,0.8265705,0.2992121,0.1700734,0.4971682,0.8252616,0.7180256,0.460138,0.6878959,0.7660524,0.1112654,0.2248453,0.5318787,0.2897478,0.5441226,0.6671334,0.568437,0.544571,0.7679183,0.3671547,0.3524945,0.4779655,0.1215813,0.19438441,0.5168637,0.3391676,0.4981788,0.5303316,0.3312402,0.3846542,0.778282,0.335249,0.3547778
GSM4299415,0.2464161,0.5543218,0.630795,0.612968,0.5559088,0.4258464,0.4521517,0.6046586,0.7515851,0.6810544,0.6597971,0.6974405,0.5918594,0.4396631,0.3936349,0.236743,0.367253,0.4925565,0.5317375,0.1814884,0.4389926,0.4144836,0.13461838,0.3828761,0.7496435,0.10884813,0.7584116,0.7470163,0.7141905,0.7823793,0.5221606,0.2555186,0.2381855,0.4806355,0.2034597,0.5039404,0.4122175,0.7020956,0.1651058,0.8234392,0.374456,0.4505912,0.2657665,0.336729,0.3087799,0.8508536,0.1722207,0.6653063,0.2333959,0.7537689,0.7298065,0.7562535,0.3259923,0.2727366,0.4348418,0.14234388,0.5679354,0.4689348,0.3784035,0.7028234,0.3977309,0.3419029,0.3553318,0.3935719,0.2522189,0.09363612,0.2812476,0.0672558,0.517823,0.3590637,0.4208948,0.188887,0.429997,0.3281108,0.3419791,0.4054198,0.5844605,0.1478155,0.8206481,0.32792,0.2459411,0.7446867,0.829746,0.7625075,0.4349024,0.7137361,0.802819,0.1422159,0.2620026,0.5066563,0.3077807,0.6105137,0.6920741,0.6089198,0.4846906,0.7875658,0.3656187,0.8240117,0.4442687,0.5857422,0.25720518,0.4954126,0.3729855,0.5021084,0.5158891,0.4133324,0.3667699,0.7205844,0.3543377,0.338251
GSM4299416,0.2123881,0.7839479,0.6353674,0.8129088,0.7974328,0.38633,0.2806315,0.5346315,0.7553184,0.6897416,0.6444328,0.8993082,0.5958683,0.5522093,0.4104258,0.2483626,0.3938516,0.378131,0.8825574,0.1612707,0.7816035,0.2679888,0.13489717,0.3496094,0.7496412,0.12588569,0.767657,0.6794396,0.6810587,0.9108232,0.7308212,0.2422479,0.2128771,0.3508042,0.7176801,0.5112152,0.2894253,0.7501821,0.1581487,0.9085106,0.3033536,0.4599675,0.2151069,0.2310706,0.3032055,0.8529168,0.1699747,0.6614248,0.2409833,0.7741645,0.9341535,0.7274842,0.3096431,0.2927587,0.270549,0.13489189,0.6367983,0.4924239,0.3643955,0.8080912,0.3415996,0.2998193,0.5770571,0.2180931,0.2365877,0.08651221,0.3935267,0.06970376,0.501807,0.25483,0.3972579,0.1862341,0.3916605,0.2304879,0.1936922,0.2519962,0.4698477,0.1244044,0.8051294,0.2345567,0.2390989,0.7528534,0.8608445,0.743131,0.5852531,0.7548412,0.7809247,0.1722678,0.1888218,0.4413509,0.2688497,0.5273506,0.7195972,0.5978437,0.394476,0.7478299,0.3482257,0.9096937,0.300433,0.8690163,0.2634899,0.6539057,0.2995144,0.4752728,0.4896249,0.2959033,0.355777,0.7358023,0.3151797,0.3315442
GSM4299420,0.2068524,0.5760844,0.6830323,0.6734598,0.5806187,0.4169443,0.5104135,0.6256061,0.7599187,0.6529431,0.6425499,0.5753398,0.606249,0.4305394,0.3560071,0.2320722,0.3498488,0.6013928,0.4470038,0.1862766,0.481117,0.4342229,0.13260261,0.3805435,0.7805014,0.103625,0.7142361,0.7077307,0.6999507,0.7172,0.5405512,0.2699339,0.2185143,0.5363016,0.2717702,0.4156283,0.3676768,0.7647496,0.1587426,0.6921236,0.3541962,0.3492935,0.2372604,0.1998011,0.2964108,0.8527436,0.1708214,0.5497018,0.1952324,0.7573054,0.5527164,0.7552987,0.3368024,0.3168091,0.4752619,0.13713057,0.4915802,0.4181087,0.3614614,0.5920417,0.3185244,0.3332993,0.3791344,0.4924008,0.2837506,0.10374061,0.2507697,0.07826276,0.3797379,0.4119349,0.4256089,0.1825086,0.4025198,0.2677185,0.2399875,0.4395929,0.6187064,0.1664244,0.7844763,0.3117207,0.2254498,0.7610914,0.8771933,0.7616448,0.4307513,0.794344,0.8006413,0.1359884,0.2136883,0.5039457,0.3061319,0.5233837,0.694962,0.6396684,0.5202865,0.7155437,0.3740925,0.751743,0.4770485,0.4502294,0.21000129,0.4725073,0.3405412,0.4542434,0.5644946,0.3212791,0.3998772,0.7274479,0.3117524,0.2983148
GSM4299422,0.2462999,0.5605451,0.6592338,0.6443798,0.59949,0.4960456,0.5494954,0.6269125,0.727808,0.6553644,0.6792409,0.1984663,0.5584273,0.4577099,0.373859,0.298084,0.4491178,0.5890375,0.1461929,0.2064371,0.4581829,0.4297823,0.1485976,0.4513524,0.7151297,0.11246706,0.7170259,0.7871589,0.6323043,0.5499733,0.5624871,0.3524542,0.2585736,0.5282893,0.3060926,0.4096735,0.4586952,0.736059,0.173008,0.1924301,0.3859353,0.4630858,0.3053695,0.2783818,0.3131597,0.8348665,0.1911925,0.6108185,0.231364,0.7283259,0.1949055,0.7401186,0.419466,0.3817487,0.5373643,0.12110668,0.4604308,0.4355228,0.4681735,0.2437748,0.3596011,0.4111844,0.3899649,0.4854686,0.3207952,0.10634991,0.3173355,0.099315,0.5055432,0.4382248,0.4878668,0.2441987,0.5320741,0.3301854,0.3220376,0.4465877,0.6740807,0.2199847,0.7881711,0.4113531,0.3016664,0.7963255,0.8542172,0.8490746,0.4260405,0.7569419,0.8077392,0.1611628,0.2790593,0.5123174,0.3947245,0.5724801,0.7664144,0.6139112,0.4820407,0.8254262,0.3784203,0.4959957,0.4659711,0.1188313,0.36034837,0.467942,0.407594,0.5415824,0.5826242,0.4301724,0.4077856,0.7350667,0.4201359,0.3961926
GSM4299425,0.1687531,0.4717894,0.7559938,0.5277762,0.5645411,0.3147844,0.5431466,0.5397414,0.7214632,0.7223689,0.4599284,0.594469,0.5515627,0.4557148,0.3828949,0.1858959,0.3925171,0.6130141,0.4417791,0.1581707,0.4421567,0.4780401,0.1325507,0.3106821,0.671276,0.12127852,0.670227,0.7035646,0.5866992,0.720133,0.562274,0.1898391,0.1627768,0.5489885,0.2294101,0.3780165,0.2881968,0.7128622,0.1562524,0.7065868,0.3066143,0.3790511,0.1888825,0.259298,0.2694316,0.8126491,0.1534317,0.5194236,0.1692893,0.6281172,0.5984095,0.7712349,0.3423931,0.3703401,0.5102927,0.12791291,0.3650809,0.3985925,0.2736545,0.6281668,0.2943756,0.2617806,0.3418535,0.5389105,0.2346962,0.09200202,0.2668485,0.06009648,0.4058429,0.4524917,0.4428961,0.1082616,0.3655985,0.2139299,0.2718982,0.4689109,0.6723257,0.1579817,0.8418325,0.2173557,0.2152429,0.5671109,0.8753411,0.6786811,0.4076782,0.7547813,0.7942172,0.1714558,0.2071715,0.5180018,0.2339446,0.6294174,0.7038827,0.5678248,0.5519665,0.7417708,0.3287167,0.7794415,0.4903807,0.5012825,0.24637945,0.423776,0.2782935,0.4896628,0.5194155,0.3392396,0.3457723,0.7877256,0.2951981,0.3827146
GSM4299428,0.250228,0.6717146,0.6855646,0.7683137,0.6845009,0.442956,0.3603315,0.5517833,0.7042001,0.7459146,0.7525058,0.6097582,0.5125613,0.5424365,0.3636307,0.227411,0.3842098,0.4207092,0.4449137,0.2194609,0.661036,0.3616264,0.12578948,0.3396991,0.7076664,0.11891493,0.6778743,0.5447908,0.6974581,0.7391642,0.6037607,0.268542,0.2731497,0.4071247,0.5429455,0.3136333,0.4708808,0.733229,0.1619457,0.6795763,0.3587658,0.3129224,0.3819795,0.2055129,0.2725465,0.8232862,0.1827789,0.5928398,0.2018279,0.705066,0.5847186,0.7612869,0.3029717,0.2942938,0.3559818,0.12672696,0.4732343,0.4479146,0.350616,0.5832752,0.3328908,0.3946687,0.4688646,0.311016,0.2948308,0.12632206,0.3702346,0.06759072,0.4277856,0.3279155,0.3940029,0.2110989,0.4519572,0.345961,0.1701787,0.3245429,0.5039942,0.1913323,0.7928189,0.4244287,0.2288416,0.8815383,0.8311616,0.8664714,0.5754995,0.6951629,0.8183391,0.1571159,0.1522804,0.4694189,0.4288848,0.6715867,0.7889626,0.5552842,0.3771735,0.5997679,0.3179875,0.768822,0.3835086,0.4601307,0.31543477,0.5563164,0.4408398,0.4728806,0.4828692,0.2563302,0.436819,0.7871989,0.2534213,0.2658874
GSM4299430,0.2667556,0.6340646,0.5428318,0.7422068,0.6445492,0.4502475,0.4101113,0.5275361,0.7572187,0.6790098,0.6457108,0.2812663,0.567669,0.4567405,0.3221601,0.2260473,0.3413956,0.5139812,0.2183237,0.188563,0.5825226,0.381777,0.13105233,0.4000174,0.7003672,0.12790207,0.6915593,0.730419,0.6114143,0.5643645,0.5438675,0.3130966,0.3042436,0.4716086,0.3453494,0.2891073,0.3986687,0.7119707,0.1416625,0.336641,0.3301291,0.3306868,0.3544252,0.4062528,0.3899348,0.7946545,0.2047785,0.614002,0.1944836,0.7023108,0.2204571,0.7200736,0.3342003,0.210781,0.3874525,0.16162897,0.510065,0.4321997,0.3928502,0.3130106,0.270044,0.3959584,0.4356121,0.3493561,0.3379411,0.15999861,0.3697319,0.05374439,0.4496518,0.3580325,0.4018922,0.1831547,0.4565674,0.3504328,0.3255498,0.3891206,0.6129288,0.2318548,0.7602245,0.4127165,0.1866373,0.7559491,0.8558276,0.7003997,0.5008378,0.7316341,0.8319163,0.1861745,0.3815845,0.4862033,0.3944674,0.4768689,0.7390569,0.565762,0.4606088,0.7559999,0.277096,0.5360589,0.44123,0.1832113,0.20262776,0.6066026,0.3725959,0.4658848,0.532077,0.4668123,0.4261384,0.7150969,0.4229838,0.4371979
GSM4299435,0.23877,0.6763713,0.649162,0.7696833,0.7049884,0.4225464,0.4759928,0.6045289,0.69652,0.6998041,0.6488192,0.3602382,0.5567037,0.4837372,0.419313,0.272024,0.3603644,0.5710823,0.2396542,0.1834123,0.6282686,0.4256225,0.13603005,0.3522364,0.7287395,0.10926873,0.66971,0.7882379,0.6632643,0.5938875,0.6147633,0.2796927,0.2459148,0.4696744,0.3863619,0.35699,0.4102344,0.7701455,0.1411658,0.4586124,0.4115869,0.4614014,0.2991144,0.2479003,0.2784589,0.8467662,0.1935972,0.5911306,0.1877113,0.7540791,0.3301844,0.727011,0.4128577,0.2449418,0.4811886,0.12730096,0.5425781,0.4655165,0.3789728,0.3692183,0.31016,0.3647258,0.4516392,0.4462313,0.304761,0.10974784,0.3411678,0.09336195,0.4272566,0.421019,0.4653743,0.2128731,0.422383,0.3190149,0.308891,0.4218338,0.616579,0.1795152,0.7758259,0.3248195,0.1997687,0.7383621,0.8628939,0.7936757,0.450553,0.7686489,0.7521067,0.1428455,0.2326301,0.4827457,0.3442592,0.5533309,0.7062387,0.6091486,0.5026867,0.8042145,0.3868722,0.5537449,0.4550297,0.2184368,0.20489045,0.5465844,0.3511622,0.532993,0.5261732,0.3834641,0.3763042,0.7432525,0.3713986,0.3029478
GSM4299452,0.2601363,0.7819613,0.6457359,0.8081864,0.7761977,0.3404919,0.3743602,0.7829241,0.7755566,0.6481996,0.8002444,0.3071237,0.6655009,0.547464,0.3225421,0.202557,0.3959807,0.4893714,0.2288002,0.1942957,0.7606117,0.3682659,0.11533872,0.3111759,0.7859428,0.12702173,0.7485566,0.7627385,0.8054497,0.5150172,0.7643667,0.2453197,0.2019806,0.5031397,0.6136599,0.4481092,0.3660474,0.7460653,0.1553978,0.4835899,0.2617804,0.3793194,0.3253214,0.2545854,0.3210841,0.8687468,0.1564224,0.6255013,0.2126604,0.7552796,0.3225975,0.7176685,0.2811724,0.2663369,0.2945802,0.13847895,0.5656288,0.425892,0.3375809,0.32956,0.3247954,0.3315072,0.5807913,0.3571124,0.2589467,0.13887001,0.4662163,0.06927868,0.4976003,0.3939989,0.3633369,0.2134167,0.3607981,0.2601208,0.2518992,0.4045654,0.632646,0.1598841,0.8012183,0.3507696,0.2332246,0.8330096,0.8572503,0.7122111,0.5602173,0.760895,0.8135058,0.1475167,0.2391093,0.4712528,0.2940282,0.5090189,0.6637219,0.7757291,0.5114193,0.8011785,0.5717174,0.5664704,0.4415386,0.1765272,0.21944017,0.6328517,0.3856276,0.4283997,0.4855917,0.425492,0.4164873,0.7384526,0.3528795,0.3927783
GSM4299460,0.1708438,0.6660494,0.7169955,0.7198139,0.6569732,0.3264844,0.3502867,0.5441271,0.679458,0.670023,0.6504544,0.6296081,0.5682301,0.5373669,0.3209522,0.1741387,0.4569715,0.4182311,0.4177532,0.199444,0.6321579,0.322854,0.13723628,0.2915026,0.7019592,0.13391576,0.7865519,0.7675457,0.6399669,0.7350721,0.6187448,0.2031715,0.1805075,0.4211621,0.3663519,0.4752945,0.2867082,0.7274156,0.142424,0.7227692,0.2944315,0.325903,0.2110662,0.2342371,0.2978174,0.7639475,0.1607018,0.7189834,0.1809979,0.7369889,0.5902651,0.7306019,0.2896331,0.408156,0.3683531,0.11387541,0.7726668,0.370257,0.2988136,0.6262293,0.2743618,0.2999198,0.4347902,0.3488714,0.1700757,0.08624482,0.3898898,0.06980179,0.4774187,0.3009738,0.3860471,0.2124752,0.3583002,0.2395385,0.2437467,0.3321636,0.5691919,0.1234577,0.8265588,0.2466497,0.2619683,0.7897132,0.8508933,0.6816882,0.4953784,0.7250544,0.728985,0.1460682,0.2324731,0.4738498,0.2370866,0.5420643,0.6713155,0.5821418,0.3988077,0.7988141,0.3331032,0.7702376,0.3843595,0.4744484,0.27368174,0.5148618,0.3367257,0.4804735,0.3989495,0.3694488,0.3881523,0.7651143,0.3256212,0.3149324
GSM4299461,0.2381638,0.6576257,0.7250395,0.7340187,0.67495,0.4549738,0.5872905,0.7612287,0.7581078,0.7872473,0.7723032,0.5797981,0.718784,0.4782307,0.413191,0.2434918,0.2830478,0.5864165,0.4594499,0.1552952,0.5903144,0.488361,0.1620518,0.4601234,0.7654211,0.17613837,0.6902098,0.750877,0.7788622,0.7533641,0.5498036,0.3260032,0.2778291,0.5694001,0.4308515,0.3660956,0.3920715,0.6762112,0.1530911,0.6772879,0.4052823,0.4681719,0.3019883,0.3187766,0.3499377,0.8043005,0.2250266,0.650488,0.2403493,0.793128,0.5625383,0.7341158,0.3438131,0.1809521,0.5605934,0.18911703,0.4094935,0.4548674,0.4671395,0.5706419,0.4040246,0.4263697,0.4830388,0.5426151,0.3234394,0.15020608,0.3694848,0.06547749,0.5028213,0.4316129,0.4233683,0.1851552,0.4504289,0.3435925,0.282209,0.4829959,0.7018887,0.1996258,0.8499215,0.322263,0.1696982,0.8784268,0.8347447,0.6752527,0.5067625,0.7308406,0.819327,0.1789436,0.3081934,0.5492778,0.3064862,0.62459,0.6835939,0.7097845,0.5447319,0.8291064,0.5708388,0.6904283,0.5004667,0.4624911,0.2149294,0.5968225,0.3539958,0.4883487,0.5017492,0.4400691,0.4081376,0.7961576,0.3938108,0.3813219
GSM4299462,0.260069,0.6264071,0.678553,0.6988442,0.6288767,0.4877264,0.4898239,0.5911899,0.7087849,0.7551675,0.7476689,0.592185,0.5650426,0.4420086,0.3105481,0.2182566,0.401871,0.5340611,0.4442856,0.1563008,0.4970328,0.3940763,0.14130836,0.4361034,0.7036014,0.12683146,0.7422464,0.707193,0.6342569,0.7316087,0.5589841,0.3274354,0.2629713,0.4929169,0.2503238,0.4653723,0.3970739,0.8154511,0.2030531,0.6937041,0.2893709,0.3998378,0.300015,0.31326,0.3214243,0.8271256,0.2063308,0.6284225,0.1943615,0.7442142,0.6035157,0.7356564,0.2747761,0.3268298,0.4372997,0.15506233,0.5781174,0.4311471,0.4730785,0.5846206,0.3574016,0.3645368,0.4385793,0.3915951,0.350823,0.20434316,0.3214094,0.064501,0.4559242,0.3908285,0.3533647,0.1751114,0.4933624,0.3563406,0.3335002,0.4298625,0.5966792,0.270215,0.8387307,0.3851608,0.2100647,0.8536691,0.8766472,0.8207329,0.4077761,0.788635,0.8179352,0.1867196,0.3565576,0.5074962,0.3103507,0.6120725,0.6516341,0.549453,0.4774355,0.7524641,0.3857544,0.6957686,0.4507289,0.4600338,0.24430431,0.5012405,0.3715547,0.4624153,0.4826347,0.4185459,0.3963913,0.7683096,0.4372855,0.3973758
